journal;year;url;jel
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130212;E22
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130212;E23
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130212;E32
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130212;E43
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130212;E44
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130231;C51
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130231;F13
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130231;F14
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130231;F41
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130231;O19
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130302;J24
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130302;J31
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130302;L24
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130302;O33
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130143;G21
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130143;G28
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130143;G32
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130143;L51
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;E13
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;E32
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;E43
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;E44
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;F41
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20120141;O11
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;I12
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;J11
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;J13
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;N33
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;N34
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;O41
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130170;O47
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;F41
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;J24
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;J43
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;O13
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;O19
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;Q11
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130108;Q17
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130057;E23
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130057;E25
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130057;E32
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130057;L60
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130057;L80
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;E32
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;E44
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;G21
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;N11
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;N12
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;N21
American Economic Journal: Macroeconomics;2015;https://www.aeaweb.org/articles?id=10.1257/mac.20130265;N22
