journal;year;url;jel
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.3;J12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.3;N32
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.27;J12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.53;J12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.53;J16
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.53;J24
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.53;R23
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.71;J12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.71;J15
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.71;N31
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.71;N32
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.91;D64
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.91;J12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.109;G12
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.109;G14
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.109;L25
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.129;D14
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.129;G11
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.129;G14
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.153;C91
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.153;C92
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.175;G11
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.175;G18
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.175;G23
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.195;J31
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.215;B13
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.215;B31
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.215;D01
Journal of Economic Perspectives;2007;https://www.aeaweb.org/articles?id=10.1257/jep.21.2.227;D14
