journal;year;url;jel
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09596-4;H25
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09596-4;H26
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09596-4;D73
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09592-8;F11
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09592-8;F13
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09592-8;H21
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09597-3;H73
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09597-3;H87
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09597-3;C72
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09598-2;H70
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09598-2;H72
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09598-2;H77
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09599-1;H76
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09599-1;H77
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09599-1;D72
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09599-1;D78
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09593-7;J14
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09593-7;J23
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09593-7;J26
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09593-7;H55
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09595-5;H75
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09595-5;I28
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09595-5;R23
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09591-9;C33
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09591-9;H72
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-020-09591-9;H74
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-019-09580-7;H5
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-019-09580-7;H23
International Tax and Public Finance;2020;https://link.springer.com/article/10.1007/s10797-019-09580-7;H24
