journal;year;url;jel
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;N40
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;N43
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;N45
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;O11
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;O43
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09188-9;J11
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09189-8;O41
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09189-8;J22
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09189-8;E24
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09190-1;D31
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09190-1;E01
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09190-1;J3
Journal of Economic Growth;2021;https://link.springer.com/article/10.1007/s10887-021-09190-1;N34
