journal;year;url;jel
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.iii;Y20
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.1;D14
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.1;I21
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.1;I22
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.1;J44
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.22;H23
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.22;H55
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.22;I38
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.22;J22
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.22;O15
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.49;I12
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.49;I21
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.49;J13
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.86;D72
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.112;I21
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.112;I28
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.112;J13
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.112;O15
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.136;I21
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.136;I28
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.164;I12
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.164;I18
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.183;J16
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.183;J22
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.183;J31
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.219;D72
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.219;O13
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.219;O17
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.219;Q14
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.219;Q18
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.251;J16
American Economic Journal: Applied Economics;2009;https://www.aeaweb.org/articles?id=10.1257/app.1.1.251;J22
