journal;year;url;jel
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.1;J13
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.1;J16
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.1;L82
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.1;O15
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.1;Z13
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.32;K14
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.32;K42
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.57;J24
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.57;J31
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.57;J45
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.94;D83
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.94;I21
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.94;O15
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.94;O33
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.121;D83
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.121;I21
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.121;I28
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.121;J13
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.140;D14
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.140;D81
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.140;G22
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.140;O12
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.140;O16
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.165;D72
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.165;J16
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.165;K42
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.165;O15
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.165;O17
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;L11
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;L51
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;L94
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;L98
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;Q42
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.194;Q48
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.226;H52
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.226;I21
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.226;I28
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.226;O15
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.254;I21
American Economic Journal: Applied Economics;2012;https://www.aeaweb.org/articles?id=10.1257/app.4.4.254;L83
