journal;year;url;jel
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0404-5;B21
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0404-5;D47
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0404-5;D61
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0404-5;D63
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0404-5;D71
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0411-6;D72
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0411-6;D82
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;D47
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;D61
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;D71
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;C72
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;D82
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;H41
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0405-4;P16
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0412-5;D71
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0412-5;D72
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0412-5;D82
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0414-3;H41
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0416-1;C42
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0416-1;C93
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0416-1;D71
Public Choice;2017;https://link.springer.com/article/10.1007/s11127-017-0416-1;D78
