journal;year;url;jel
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00310-1;J61
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00310-1;F22
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00310-1;L26
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00310-1;O15
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00311-0;J61
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00311-0;R23
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00311-0;L26
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;C33
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;C55
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;J15
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;J24
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;J31
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;J61
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00312-z;L26
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00313-y;F22
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00313-y;O18
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00313-y;L26
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00313-y;R23
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00314-x;F22
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00314-x;L26
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00314-x;M16
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00314-x;P48
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00315-w;F22
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00315-w;J15
Small Business Economics;2021;https://link.springer.com/article/10.1007/s11187-019-00315-w;J24
