journal;year;url;jel
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9264-9;M16
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9264-9;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9264-9;F20
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9264-9;L25
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9265-8;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9265-8;M1
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9265-8;M10
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9266-7;M13
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9267-6;L21
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9267-6;L25
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9267-6;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9268-5;C12
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9268-5;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9268-5;L25
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9269-4;L2
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9269-4;L25
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9269-4;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9269-4;L29
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9270-y;C12
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9270-y;L26
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9270-y;M13
Small Business Economics;2012;https://link.springer.com/article/10.1007/s11187-010-9270-y;R11
