journal;year;url;jel
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0141-6;C22
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0141-6;D84
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0141-6;F31
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0142-5;D12
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0142-5;I12
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0142-5;J10
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0143-4;J16
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0143-4;J3
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0143-4;J71
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0146-1;M50
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0146-1;L83
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0146-1;Z13
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0147-0;F1
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0147-0;F3
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0147-0;F4
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0148-z;J20
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0148-z;J64
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0148-z;C31
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0155-0;C15
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0155-0;C34
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0155-0;C35
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0155-0;C51
Empirical Economics;2008;https://link.springer.com/article/10.1007/s00181-007-0155-0;D12
