journal;year;url;jel
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1404-5;C23
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1404-5;E31
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1400-9;C1
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1400-9;C32
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1400-9;E24
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;C12
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;C13
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;C32
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;C51
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;H61
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1397-0;H62
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-018-1448-1;C38
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-018-1448-1;E52
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-018-1448-1;F41
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1406-3;G01
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1406-3;G15
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1406-3;C32
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1402-7;E32
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1402-7;C32
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1396-1;H55
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1396-1;I10
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1396-1;J14
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1405-4;E21
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1405-4;E22
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1405-4;E23
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1405-4;O11
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1405-4;O54
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1401-8;O10
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1401-8;O40
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1401-8;R1
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1407-2;L25
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1407-2;O31
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1407-2;G39
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;I22
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;I28
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;I21
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;H72
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;H75
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1398-z;L38
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1399-y;J31
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1399-y;J41
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1399-y;D90
Empirical Economics;2019;https://link.springer.com/article/10.1007/s00181-017-1399-y;Z22
