journal;year;url;jel
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09242-1;C51
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09242-1;L13
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09242-1;L40
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09242-1;M38
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09238-x;D22
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09238-x;L1
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09238-x;L81
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09238-x;M31
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09241-2;C52
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09241-2;C55
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09241-2;D12
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09241-2;L81
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09241-2;M31
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09237-y;C50
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09237-y;M31
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09239-w;D03
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09240-3;D21
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09240-3;D91
Quantitative Marketing and Economics;2021;https://link.springer.com/article/10.1007/s11129-021-09240-3;M31
